,date,헨리코튼,헨리코튼_absolute
519,2020-06-03,6.35406,745.0798805891683
520,2020-06-04,6.33492,742.8355157398473
521,2020-06-05,6.40191,750.6907927124709
522,2020-06-06,7.59808,890.9542149597183
523,2020-06-07,8.97607,1052.537930671101
524,2020-06-08,6.9665,816.8948653497828
525,2020-06-09,7.01435,822.5057774730853
526,2020-06-10,7.62679,894.3207622336998
527,2020-06-11,9.30143,1090.6897879007292
528,2020-06-12,9.04306,1060.3932076437245
529,2020-06-13,8.5933,1007.6541514979241
530,2020-06-14,9.48325,1112.0100813648644
531,2020-06-15,6.39234,749.5686102878103
532,2020-06-16,6.75598,792.2091972160806
533,2020-06-17,6.40191,750.6907927124709
534,2020-06-18,6.44019,755.1795224111129
535,2020-06-19,6.05741,710.2945706335215
536,2020-06-20,6.70813,786.598285092778
537,2020-06-21,7.55023,885.3433028364158
538,2020-06-22,6.13397,719.2720300308056
539,2020-06-23,6.50717,763.0336267793219
540,2020-06-24,6.29665,738.3479586456197
541,2020-06-25,6.1244,718.149847606145
542,2020-06-26,5.85645,686.7299123200654
543,2020-06-27,7.15789,839.3373412385785
544,2020-06-28,8.1244,952.6707305028027
545,2020-06-29,6.40191,750.6907927124709
546,2020-06-30,6.07655,712.5389354828426
547,2020-07-01,5.38755,631.746491324944
548,2020-07-02,5.68421,666.5329738850053
549,2020-07-03,5.52153,647.4570452701911
550,2020-07-04,6.72727,788.8426499420991
551,2020-07-05,7.00478,821.3835950484249
552,2020-07-06,5.41626,635.1130385989255
553,2020-07-07,5.9043,692.340824443368
554,2020-07-08,6.1244,718.149847606145
555,2020-07-09,5.58851,655.3111496384003
556,2020-07-10,5.64593,662.0442441863632
557,2020-07-11,6.66985,782.1095553941361
558,2020-07-12,7.64593,896.5651270830209
559,2020-07-13,5.59808,656.4333320630607
560,2020-07-14,4.8421,567.7867835369531
561,2020-07-15,4.64114,544.2221252234968
562,2020-07-16,4.41148,517.2920922404737
563,2020-07-17,5.05263,592.4736242750697
564,2020-07-18,5.64593,662.0442441863632
565,2020-07-19,7.23444,848.313628031448
566,2020-07-20,5.41626,635.1130385989255
567,2020-07-21,6.7177,787.7204675174386
568,2020-07-22,6.35406,745.0798805891683
569,2020-07-23,5.38755,631.746491324944
570,2020-07-24,5.50239,645.2126804208701
571,2020-07-25,5.81818,682.2423552258379
572,2020-07-26,7.47368,876.3670160435462
573,2020-07-27,5.60765,657.5555144877211
574,2020-07-28,5.73205,672.1427134038933
575,2020-07-29,5.58851,655.3111496384003
576,2020-07-30,6.01913,705.8058409348795
577,2020-07-31,5.45454,639.6017682975676
578,2020-08-01,5.98086,701.3182838406519
579,2020-08-02,6.27751,736.1035937962988
580,2020-08-03,5.02392,589.1070770010882
581,2020-08-04,5.13875,602.5720934925998
582,2020-08-05,5.12918,601.4499110679393
583,2020-08-06,5.34928,627.2589342307165
584,2020-08-07,5.55023,650.8224199397581
585,2020-08-08,6.46889,758.5448970806799
586,2020-08-09,6.4976,761.9114443546615
587,2020-08-10,5.25358,616.0371099841115
588,2020-08-11,5.73205,672.1427134038933
589,2020-08-12,5.68421,666.5329738850053
590,2020-08-13,6.0287,706.92802335954
591,2020-08-14,5.46411,640.7239507222281
592,2020-08-15,6.47846,759.6670795053404
593,2020-08-16,5.72248,671.0205309792328
594,2020-08-17,5.80861,681.1201728011773
595,2020-08-18,4.74641,556.5661318947624
596,2020-08-19,4.74641,556.5661318947624
597,2020-08-20,4.64114,544.2221252234968
598,2020-08-21,4.73684,555.443949470102
599,2020-08-22,6.35406,745.0798805891683
600,2020-08-23,5.05263,592.4736242750697
601,2020-08-24,4.67942,548.710854922139
602,2020-08-25,4.85167,568.9089659616136
603,2020-08-26,5.15789,604.8164583419208
604,2020-08-27,4.90909,575.6420605095766
605,2020-08-28,5.79904,679.9979903765168
606,2020-08-29,6.03827,708.0502057842006
607,2020-08-30,6.44019,755.1795224111129
608,2020-08-31,5.28229,619.4036572580928
609,2020-09-01,6.10526,715.9054827568241
610,2020-09-02,6.44019,755.1795224111129
611,2020-09-03,5.80861,681.1201728011773
612,2020-09-04,6.87081,805.6742137075922
613,2020-09-05,10.73684,1259.006598160075
614,2020-09-06,9.93301,1164.7491375106647
615,2020-09-07,8.66985,1016.6304382907938
616,2020-09-08,8.66985,1016.6304382907938
617,2020-09-09,8.45933,991.9447701570915
618,2020-09-10,7.03349,824.7501423224063
619,2020-09-11,8.35406,979.6007634858261
620,2020-09-12,13.9043,1630.4243560299985
621,2020-09-13,14.44976,1694.385236422404
