,date,포터리,포터리_absolute
0,2019-01-01,0.04131,14.99465575491012
1,2019-01-02,0.07673,27.85136616011265
2,2019-01-03,0.08853,32.13451643626708
3,2019-01-04,0.06788,24.639003452996825
4,2019-01-05,0.06492,23.5645860955886
5,2019-01-06,0.24496,88.91529590227023
6,2019-01-07,0.07378,26.78057859107404
7,2019-01-08,0.07378,26.78057859107404
8,2019-01-09,0.07083,25.709791022035436
9,2019-01-10,0.09444,34.279721362713914
10,2019-01-11,0.06197,22.49379852654999
11,2019-01-12,0.06788,24.639003452996825
12,2019-01-13,0.09149,33.20893379367531
13,2019-01-14,0.1328,48.20358954858543
14,2019-01-15,0.14756,53.56115718214808
15,2019-01-16,0.14166,51.41958204407087
16,2019-01-17,0.11215,40.708076565315174
17,2019-01-18,0.10329,37.49208406982974
18,2019-01-19,0.121,43.920439272431
19,2019-01-20,0.1328,48.20358954858543
20,2019-01-21,0.20069,72.84622278995188
21,2019-01-22,0.15937,57.84793724667214
22,2019-01-23,0.15346,55.7027323202253
23,2019-01-24,0.11215,40.708076565315174
24,2019-01-25,0.26561,96.41080888554048
